,date,time,eps,Lz,L,W,tLow,c,E,dim,lyap,std,g,reals,runtime
79,2022-03-10,16:06:55.681228,1.0,100000.0,12.0,10.0,0.3,0.271,2.0,3.0,0.301148381224889,0.0032998452057564987,0.0029712934639136547,10.0,485.7493050098419
80,2022-03-13,21:38:48.654237,1.0,100000.0,11.0,10.0,0.3,0.271,2.0,3.0,0.32138926143775554,0.005052318132724097,0.003479565911524517,10.0,272589.12511587143
81,2022-03-13,21:46:30.277246,1.0,100000.0,11.0,10.0,0.3,0.271,2.0,3.0,0.32193292817819874,0.005433625192912002,0.0034393218543897976,10.0,273051.19695949554
82,2022-03-14,23:04:16.094268,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3469761872831408,0.0063589844228928395,0.003974377238113273,10.0,449308.3992910385
83,2022-03-14,23:04:54.414551,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34807054653546465,0.005684965232390212,0.003890139302292536,10.0,449346.6730000973
84,2022-03-14,23:09:16.814120,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34754812030484467,0.004619668207635532,0.003932859607685864,10.0,449609.06265330315
85,2022-03-14,23:09:59.013260,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3475144017492366,0.003667577278205587,0.00393349491749251,10.0,449651.37164354324
86,2022-03-14,23:10:14.930588,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3504752184759176,0.006544156666995091,0.0037139914891758836,10.0,449667.16573143005
87,2022-03-14,23:11:24.650664,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34504730927455274,0.005309491928812014,0.004123960761228423,10.0,449736.9072332382
88,2022-03-14,23:13:00.171909,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34623767015768114,0.004811457994954277,0.004033259752457358,10.0,449832.4549751282
89,2022-03-15,01:17:08.750573,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3446404291020358,0.00493050121247453,0.004157246118022795,10.0,457280.9066193104
90,2022-03-15,01:23:05.074857,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.348477379830569,0.004459833251658929,0.0038634106198489468,10.0,457637.3552212715
91,2022-03-15,01:23:08.079414,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34590877680941773,0.004029807589213681,0.004051032456112958,10.0,457640.30741643906
92,2022-03-15,01:23:21.758622,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34624728942511135,0.0032706920562273287,0.004025687632107418,10.0,457654.1096487045
93,2022-03-15,01:24:14.985427,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34745779904713825,0.00893837600319765,0.003935261155181278,10.0,457707.2672569752
94,2022-03-15,01:24:50.150637,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34685843289604734,0.008471302862115872,0.003983935554704541,10.0,457742.5069231987
95,2022-03-15,01:25:05.712993,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3475840336206081,0.005936967313823789,0.0039292437911139155,10.0,457758.0901706219
96,2022-03-15,01:25:33.622380,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3478258285491908,0.003996726441448472,0.0039094823423196185,10.0,457785.8157310486
97,2022-03-15,01:27:24.294256,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34833652841260015,0.004368664117541724,0.003870824691775848,10.0,457896.46407437325
98,2022-03-15,01:28:12.603455,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3475844585761862,0.002868347091273541,0.0039326475378056655,10.0,457944.97629475594
99,2022-03-15,01:30:56.794920,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.35122380450198876,0.004722908714325942,0.0036587839479176295,10.0,458109.0584526062
100,2022-03-15,01:31:01.581667,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3476396592103911,0.0062865066346095904,0.0039242528925966125,10.0,458113.8926331997
101,2022-03-15,01:32:55.387993,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3455948492887893,0.0038955384090033607,0.004084270689230241,10.0,458227.43162083626
102,2022-03-15,01:33:02.210142,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34760739651461997,0.004167830188307459,0.003920455980933353,10.0,458234.60463523865
103,2022-03-15,01:33:31.875289,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34541081929990936,0.005014875800231002,0.004097942271588562,10.0,458264.1790370941
104,2022-03-15,01:36:10.070512,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34626664050864964,0.006064383612302627,0.004028149107658887,10.0,458422.4613740444
105,2022-03-15,01:36:16.238567,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.35013713080512887,0.005215623960297223,0.003726221657645365,10.0,458428.5629889965
106,2022-03-15,01:36:38.859663,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3462666934096428,0.00661205583415498,0.004037822679317581,10.0,458451.1919052601
107,2022-03-15,01:36:57.876175,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34283649508595715,0.0040910835604184344,0.004306347021671126,10.0,458470.2293047905
108,2022-03-15,01:37:09.421618,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3455898874281,0.004125966311759443,0.004074646765249846,10.0,458481.71410417557
109,2022-03-15,01:37:27.357284,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.344078305716011,0.00782701930323773,0.004207257909574797,10.0,458499.5674607754
110,2022-03-15,01:37:31.658183,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34983296262042274,0.004533740169668698,0.0037601609943812902,10.0,458503.94072175026
111,2022-03-15,01:37:52.858644,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3502846106433812,0.006403249790724728,0.0037292783114581613,10.0,458525.19627928734
112,2022-03-15,01:38:30.803039,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3489962926489157,0.006811036171422487,0.0038224089636471883,10.0,458563.0401098728
113,2022-03-15,01:38:38.709766,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34993327056745405,0.0047009208752924235,0.003752902831439097,10.0,458570.89556765556
114,2022-03-15,01:38:42.589014,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3459947091507817,0.0036124786147474384,0.004057296129457453,10.0,458574.96576976776
115,2022-03-15,01:38:56.999788,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.342687375532906,0.004725748492878126,0.004325300482317893,10.0,458589.33679533005
116,2022-03-15,01:40:41.588929,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34797985807507625,0.00403952984452887,0.003897072021587841,10.0,458693.91670179367
117,2022-03-15,01:42:15.652972,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34756752637254934,0.004999691882772321,0.003931763238258025,10.0,458787.82283496857
118,2022-03-15,01:43:50.553818,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34766532009026413,0.003786533754109556,0.003917595590502228,10.0,458882.7422645092
119,2022-03-15,01:44:10.183036,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3500005452740429,0.005157828237054803,0.00374152685461768,10.0,458902.47569942474
120,2022-03-15,01:46:14.573610,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.35241160817172906,0.006962129427263105,0.003570250685628896,10.0,459026.92816615105
121,2022-03-15,01:46:23.813586,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3457162014285042,0.008958250155043482,0.0040740862595673236,10.0,459036.18117141724
122,2022-03-15,01:46:32.722708,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34689362017847075,0.00404932514182596,0.003981147141800024,10.0,459044.9742426872
123,2022-03-15,01:47:27.278034,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3471366588008014,0.0056016717621730746,0.003958918481081882,10.0,459099.42623496056
124,2022-03-15,01:50:08.170511,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3467601630262237,0.0036737897081968577,0.00399377296916964,10.0,459260.4359059334
125,2022-03-15,01:51:23.573940,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.341647417997231,0.00589487516310604,0.004415373068891821,10.0,459335.909737587
126,2022-03-15,01:53:24.434591,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3467827423934381,0.0031286816882554244,0.003994421139483462,10.0,459456.50691509247
127,2022-03-15,01:54:35.709244,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34564180344927786,0.011722075254331308,0.004080123895284054,10.0,459527.99807834625
128,2022-03-15,01:54:45.017127,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34628301825315677,0.004457584262778602,0.0040344281473997,10.0,459537.37653660774
129,2022-03-15,02:58:53.745345,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.3488615235572709,0.006034556748132953,0.003824002718595981,10.0,463386.0766861439
130,2022-03-15,02:59:02.692855,1.0,100000.0,10.0,10.0,0.3,0.271,2.0,3.0,0.34642248920379004,0.005072388651118757,0.00401396945867029,10.0,463395.0220389366
