,date,time,eps,Lz,L,W,tLow,c,E,dim,lyap,std,g,reals,runtime,fname
990,2022-03-01,11:14:11.081074,1.0,500000.0,6.0,10.0,0.3,0.306,2.0,3.0,0.474758201669874,0.002751713701653233,0.013906723782200833,2.0,980.7752261161804,nmba-combo.txt
991,2022-03-01,11:14:19.058717,1.0,500000.0,6.0,10.0,0.3,0.318,2.0,3.0,0.45786032608272,0.001936911876025524,0.017023116009960832,2.0,988.7545642852783,nmba-combo.txt
992,2022-03-01,11:14:21.775324,1.0,500000.0,6.0,10.0,0.3,0.311,2.0,3.0,0.4657286801070749,0.002167109004533562,0.01548113696039979,2.0,991.4769856929779,nmba-combo.txt
993,2022-03-01,11:14:46.079237,1.0,500000.0,6.0,10.0,0.3,0.331,2.0,3.0,0.438154732872581,0.002713946439678158,0.021518020388458053,2.0,1015.7573435306549,nmba-combo.txt
994,2022-03-01,11:14:46.909476,1.0,500000.0,6.0,10.0,0.3,0.291,2.0,3.0,0.5001906152687832,0.0034217842367595505,0.010249850509117154,2.0,1016.6015865802765,nmba-combo.txt
995,2022-03-01,11:16:37.359957,1.0,500000.0,7.0,10.0,0.3,0.318,2.0,3.0,0.3943389554929656,0.003086675354836563,0.016483180383010165,2.0,1127.0579500198364,nmba-combo.txt
996,2022-03-01,11:16:39.646940,1.0,500000.0,8.0,10.0,0.3,0.331,2.0,3.0,0.32940378470577825,0.0025694433796789075,0.02111537426218117,2.0,1121.6292521953583,nmba-combo.txt
997,2022-03-01,11:16:40.415359,1.0,500000.0,7.0,10.0,0.3,0.304,2.0,3.0,0.41663515702012643,0.003373768941825034,0.012088155089345786,2.0,1130.116426706314,nmba-combo.txt
998,2022-03-01,11:16:40.884655,1.0,500000.0,7.0,10.0,0.3,0.271,2.0,3.0,0.4667993461792752,0.0037711760688034753,0.005998586755854819,2.0,1130.5818247795105,nmba-combo.txt
999,2022-03-01,11:16:41.670469,1.0,500000.0,7.0,10.0,0.3,0.301,2.0,3.0,0.41991714199125424,0.002865962404158646,0.011549369565700981,2.0,1131.3723073005676,nmba-combo.txt
1000,2022-03-01,11:16:44.195738,1.0,500000.0,8.0,10.0,0.3,0.284,2.0,3.0,0.3984485780170377,0.0037401209040789953,0.007016550905693725,2.0,1126.076027393341,nmba-combo.txt
1001,2022-03-01,11:16:44.851692,1.0,500000.0,8.0,10.0,0.3,0.301,2.0,3.0,0.3731050111165039,0.002207949635599375,0.010520015175533937,2.0,1126.2394452095032,nmba-combo.txt
1002,2022-03-01,11:16:46.330479,1.0,500000.0,8.0,10.0,0.3,0.291,2.0,3.0,0.3848896064485816,0.0021094543392947565,0.008695139337824594,2.0,1127.7056879997253,nmba-combo.txt
1003,2022-03-01,11:19:39.342321,1.0,500000.0,9.0,10.0,0.3,0.296,2.0,3.0,0.3439473120318262,0.0022343574762258055,0.008417612886097305,2.0,1313.7633900642395,nmba-combo.txt
1004,2022-03-01,11:19:43.845642,1.0,500000.0,9.0,10.0,0.3,0.291,2.0,3.0,0.34912275033406315,0.0033201945372492827,0.007670956755257868,2.0,1315.426061630249,nmba-combo.txt
1005,2022-03-01,11:20:14.981891,1.0,500000.0,9.0,10.0,0.3,0.304,2.0,3.0,0.3286984363040088,0.002274736632846898,0.011061203786156725,2.0,1337.1884980201721,nmba-combo.txt
