,date,time,eps,Lz,L,W,tLow,c,E,dim,lyap,std,g,reals,runtime,fname
390,2022-06-18,18:24:33.140015,1.0,100000.0,11.0,10.0,0.3,0.2685,0.0,3.0,0.30433271759426894,0.006301236513298288,0.005067922288694962,10.0,424.24463272094727,E0W10-L16-30-10x.txt
319,2022-06-18,16:10:17.386384,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.3064592228158372,0.005891996408271081,0.004843293560818374,10.0,429.92136788368225,E0W10-L16-30-10x.txt
322,2022-06-18,16:17:15.966948,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.2994361413309526,0.009836341078623172,0.005628514928974568,10.0,418.5787568092346,E0W10-L16-30-10x.txt
326,2022-06-18,16:24:17.851192,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30111776865111844,0.006558835292267675,0.00542149804377165,10.0,421.88207268714905,E0W10-L16-30-10x.txt
330,2022-06-18,16:31:20.515521,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30451320952108163,0.007811263035897049,0.0050529295228244125,10.0,422.66193890571594,E0W10-L16-30-10x.txt
334,2022-06-18,16:38:24.381672,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30387009989166736,0.002703570964070277,0.005116057573133251,10.0,423.8641309738159,E0W10-L16-30-10x.txt
336,2022-06-18,16:45:52.322845,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30180860241449947,0.005281453425466659,0.005355382637496613,10.0,447.9381573200226,E0W10-L16-30-10x.txt
340,2022-06-18,16:52:56.061048,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.3036588933629289,0.004051904360059398,0.005137211873506817,10.0,423.73574900627136,E0W10-L16-30-10x.txt
344,2022-06-18,16:59:59.678210,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.3042034779233431,0.005080732010258131,0.0050740053553530425,10.0,423.6148467063904,E0W10-L16-30-10x.txt
350,2022-06-18,17:07:02.066567,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30471397461222627,0.004776360785033633,0.005024721420223378,10.0,422.38622283935547,E0W10-L16-30-10x.txt
353,2022-06-18,17:14:05.084741,1.0,100000.0,11.0,10.0,0.3,0.2699,0.0,3.0,0.30672836417571103,0.005598705806959868,0.004804780617091188,10.0,423.0160357952118,E0W10-L16-30-10x.txt
853,2022-06-19,04:47:12.163574,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.3010389282050464,0.005199824765650551,0.005458459580726263,10.0,474.19055223464966,E0W10-L16-30-10x.txt
858,2022-06-19,04:55:25.407109,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.2978388810983133,0.004723456716343546,0.005821077349197127,10.0,493.241171836853,E0W10-L16-30-10x.txt
865,2022-06-19,05:05:58.034694,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.30189521099899846,0.004374801080483174,0.005332584601348825,10.0,632.625333070755,E0W10-L16-30-10x.txt
873,2022-06-19,05:17:12.292818,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.30018979563499265,0.00633155866294837,0.005548160310002673,10.0,674.2556684017181,E0W10-L16-30-10x.txt
880,2022-06-19,05:25:44.199295,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.30177396915062277,0.0037898023201978453,0.005371438308425033,10.0,511.9038918018341,E0W10-L16-30-10x.txt
883,2022-06-19,05:34:29.220953,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.3024610170863309,0.004447550009614801,0.005272151488227188,10.0,525.0193078517914,E0W10-L16-30-10x.txt
888,2022-06-19,05:42:06.401318,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.3028125656800507,0.005536929439334621,0.005248449700068657,10.0,457.17813372612,E0W10-L16-30-10x.txt
896,2022-06-19,05:50:07.415349,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.3045765122432124,0.0072549814941679745,0.005051849305997447,10.0,481.0119740962982,E0W10-L16-30-10x.txt
902,2022-06-19,05:58:23.764275,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.30400258296704236,0.0066749892381440384,0.005099516565247348,10.0,496.3467924594879,E0W10-L16-30-10x.txt
905,2022-06-19,06:06:04.027247,1.0,100000.0,11.0,10.0,0.3,0.2715,0.0,3.0,0.307069885220709,0.0058572131967434575,0.004788486224669636,10.0,460.26096987724304,E0W10-L16-30-10x.txt
436,2022-06-18,19:45:34.691573,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.30355274500359836,0.005317056414319245,0.005156412507811712,10.0,580.8477692604065,E0W10-L16-30-10x.txt
440,2022-06-18,19:53:12.290541,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.2979814688143305,0.004132171873449911,0.00582877633849626,10.0,457.5968861579895,E0W10-L16-30-10x.txt
443,2022-06-18,20:00:47.199047,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.3010844098416269,0.0057994830626121995,0.00544491899773122,10.0,454.90573620796204,E0W10-L16-30-10x.txt
452,2022-06-18,20:08:22.178665,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.2999526915925093,0.0035972651659729226,0.005581386348404912,10.0,454.9774532318115,E0W10-L16-30-10x.txt
459,2022-06-18,20:15:55.845640,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.29955851321982735,0.0060841751050414155,0.005624431062434388,10.0,453.6648473739624,E0W10-L16-30-10x.txt
465,2022-06-18,20:24:59.970908,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.2960756942056021,0.00495760419201644,0.006072106293049282,10.0,544.1230177879333,E0W10-L16-30-10x.txt
471,2022-06-18,20:32:29.803508,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.3022705473551283,0.005374807853560506,0.005314005610501541,10.0,449.8303735256195,E0W10-L16-30-10x.txt
481,2022-06-18,20:40:02.920431,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.3018602575759019,0.003328370664399801,0.005355458854093743,10.0,453.1146492958069,E0W10-L16-30-10x.txt
486,2022-06-18,20:47:35.044539,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.2998935570912451,0.005811308278585401,0.0055843798240059975,10.0,452.1217792034149,E0W10-L16-30-10x.txt
492,2022-06-18,20:55:01.227448,1.0,100000.0,11.0,10.0,0.3,0.2731,0.0,3.0,0.296309336944808,0.0037680218021008136,0.006026421263272228,10.0,446.18090057373047,E0W10-L16-30-10x.txt
559,2022-06-18,22:12:50.049388,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2949447434485333,0.005723912408471083,0.006235802639602568,10.0,457.2430696487427,E0W10-L16-30-10x.txt
565,2022-06-18,22:20:08.337021,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2943584167789746,0.006257512748189349,0.0063269199336275775,10.0,438.28558588027954,E0W10-L16-30-10x.txt
571,2022-06-18,22:27:29.666201,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2931105372621175,0.006410629670465067,0.006490026146993051,10.0,441.3270366191864,E0W10-L16-30-10x.txt
577,2022-06-18,22:34:49.917494,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2902497418080647,0.005487123438164303,0.00688760484315882,10.0,440.24880719184875,E0W10-L16-30-10x.txt
583,2022-06-18,22:42:06.691790,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2887883657280111,0.0043097391680417185,0.007106168508437447,10.0,436.7718825340271,E0W10-L16-30-10x.txt
589,2022-06-18,22:49:24.730064,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2895149475445197,0.008760090542123549,0.006996454102691843,10.0,438.0361430644989,E0W10-L16-30-10x.txt
595,2022-06-18,22:56:46.465149,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.2906731582358173,0.0060116388072173265,0.006837014800155654,10.0,441.7325117588043,E0W10-L16-30-10x.txt
604,2022-06-18,23:04:06.928757,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.29385461123526363,0.00558241367492679,0.006380445726919496,10.0,440.46125864982605,E0W10-L16-30-10x.txt
609,2022-06-18,23:11:27.184912,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.29146024233472706,0.004306873552129429,0.006726458282997608,10.0,440.25398206710815,E0W10-L16-30-10x.txt
615,2022-06-18,23:18:47.972011,1.0,100000.0,11.0,10.0,0.3,0.2765,0.0,3.0,0.28815792301587095,0.006172449805417846,0.007209005334292871,10.0,440.784747838974,E0W10-L16-30-10x.txt
745,2022-06-19,01:52:22.712001,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.28794977042798503,0.00403217985826471,0.007255765499569801,10.0,490.9663419723511,E0W10-L16-30-10x.txt
751,2022-06-19,02:00:35.097184,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.28708790939805523,0.006739146903294825,0.007401668678585691,10.0,492.38325715065,E0W10-L16-30-10x.txt
757,2022-06-19,02:11:19.366948,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2879100985490392,0.004170813907023794,0.007268269370313087,10.0,644.2674789428711,E0W10-L16-30-10x.txt
760,2022-06-19,02:19:50.586789,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2897824933630839,0.0032741376324162373,0.006978865827001531,10.0,511.2174119949341,E0W10-L16-30-10x.txt
767,2022-06-19,02:29:30.487090,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2864501274239297,0.0039861531384119955,0.007493989215934337,10.0,579.8979892730713,E0W10-L16-30-10x.txt
771,2022-06-19,02:37:30.414945,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2895336029622487,0.007013816968370897,0.007006811033238164,10.0,479.9257643222809,E0W10-L16-30-10x.txt
776,2022-06-19,02:45:01.294553,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2902109556931804,0.003927527342054629,0.006904425115129882,10.0,450.877468585968,E0W10-L16-30-10x.txt
782,2022-06-19,02:52:33.466370,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.288849384396474,0.005701778333718577,0.007102757407778769,10.0,452.16973638534546,E0W10-L16-30-10x.txt
787,2022-06-19,03:00:07.715309,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.28482839385885234,0.010385241650031619,0.007761212203053218,10.0,454.24668049812317,E0W10-L16-30-10x.txt
791,2022-06-19,03:07:57.547182,1.0,100000.0,11.0,10.0,0.3,0.2791,0.0,3.0,0.2872167585601167,0.0038515926479642556,0.007370231251325293,10.0,469.829984664917,E0W10-L16-30-10x.txt
1,2022-05-18,18:44:33.237028,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.27155319863135274,0.0044550120974618055,0.010406345574041341,5.0,305.4193263053894,E0W10-L10-16-5x.txt
5,2022-05-18,18:49:24.611279,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.27356669813517637,0.004436923226829876,0.009953187852232395,5.0,291.3703627586365,E0W10-L10-16-5x.txt
9,2022-05-18,18:54:17.683908,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2711414652285979,0.004362765761624531,0.010491563837511727,5.0,293.06537556648254,E0W10-L10-16-5x.txt
13,2022-05-18,18:59:10.377991,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2663873939474975,0.004571578442555379,0.011626835435681384,5.0,292.69101762771606,E0W10-L10-16-5x.txt
17,2022-05-18,19:04:00.886785,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2703672277058199,0.0045753932233020995,0.01066031071392758,5.0,290.5051839351654,E0W10-L10-16-5x.txt
69,2022-05-18,20:31:31.249275,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.27007828447323484,0.004768388765032548,0.010748931872240491,5.0,332.3212480545044,E0W10-L10-16-5x.txt
74,2022-05-18,20:36:55.838093,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26789120558267243,0.005243913167066072,0.011260407501071082,5.0,324.58715629577637,E0W10-L10-16-5x.txt
77,2022-05-18,20:42:16.716724,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26877055478252504,0.0036925296222418964,0.011068229614204067,5.0,320.757395029068,E0W10-L10-16-5x.txt
81,2022-05-18,20:47:38.259246,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2675098404451001,0.003655689620648015,0.011337966708093956,5.0,321.5402681827545,E0W10-L10-16-5x.txt
86,2022-05-18,20:53:02.647685,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26472031972968657,0.0060026140392720724,0.012077535328068684,5.0,324.3823616504669,E0W10-L10-16-5x.txt
125,2022-06-26,17:40:03.458623,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2737089190608859,0.0032469498700147346,0.009950281259337352,10.0,2932.4903976917267,E0W10-L10-20-10x.txt
138,2022-06-26,17:58:59.829816,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26881479618397863,0.003963738433410393,0.011028850830637217,10.0,1136.3685503005981,E0W10-L10-20-10x.txt
148,2022-06-26,18:15:06.391044,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2673908058713166,0.004417780233199012,0.011374597206338178,10.0,966.5581107139587,E0W10-L10-20-10x.txt
197,2022-06-26,19:37:44.118886,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2704813379651644,0.004367219236631046,0.010650865295080497,10.0,4957.725224971771,E0W10-L10-20-10x.txt
219,2022-06-26,20:07:23.443645,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2705846393853847,0.00565598340874084,0.010634513166512292,10.0,1779.3213894367218,E0W10-L10-20-10x.txt
969,2022-07-01,09:08:19.796122,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2662757401770493,0.004804088575685847,0.011667942195261332,10.0,3950.4806401729584,E0W10-L10-20-10x.txt
975,2022-07-01,10:13:09.121813,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26768110824464714,0.004529375710713833,0.011315313764479175,10.0,3889.3035459518433,E0W10-L10-20-10x.txt
978,2022-07-01,11:07:17.682198,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2676204613600181,0.00486188609564245,0.01130623077343182,10.0,3248.5534150600433,E0W10-L10-20-10x.txt
983,2022-07-01,11:57:09.111992,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.26784812402356517,0.003385565276869371,0.011253075259231013,10.0,2991.050431251526,E0W10-L10-20-10x.txt
987,2022-07-01,12:44:26.750107,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.27185357692427076,0.004928407119809583,0.010333288318936587,10.0,2836.987456560135,E0W10-L10-20-10x.txt
993,2022-07-01,13:35:10.413748,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2707955112988361,0.004634977777293552,0.010577078129845565,10.0,3043.589079141617,E0W10-L10-20-10x.txt
1000,2022-07-01,14:41:21.592251,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.27233771198647105,0.0038850624982598716,0.010239979840485117,10.0,3971.134145975113,E0W10-L10-20-10x.txt
1005,2022-07-01,15:37:00.965850,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.270195881967803,0.0028445380377445945,0.010712706779169209,10.0,3339.366763353348,E0W10-L10-20-10x.txt
1008,2022-07-01,16:30:17.696838,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.2656553259563923,0.0054154610687606845,0.011803951286858627,10.0,3196.6795217990875,E0W10-L10-20-10x.txt
1012,2022-07-01,17:27:17.931595,1.0,100000.0,11.0,10.0,0.3,0.292,0.0,3.0,0.270262368069838,0.004682757937081626,0.010693707134395117,10.0,3420.1669523715973,E0W10-L10-20-10x.txt
241,2022-06-28,12:13:27.462032,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.26685249200723293,0.005665134763860902,0.011551579142091728,10.0,2501.933354616165,E0W10-L10-20-10x.txt
265,2022-06-28,12:58:10.458479,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.265742590874169,0.006351977023892656,0.011809550198979012,10.0,2682.99028134346,E0W10-L10-20-10x.txt
297,2022-06-28,14:11:36.983678,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2682432047976984,0.0034055449274418164,0.011217705764133548,10.0,4406.513709306717,E0W10-L10-20-10x.txt
318,2022-06-28,15:05:38.234132,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2671945237262161,0.00749753032205264,0.01146124808764144,10.0,3241.2405519485474,E0W10-L10-20-10x.txt
341,2022-06-28,15:54:13.236019,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.26601501540203626,0.006300803228699247,0.011755441213750406,10.0,2914.9956810474396,E0W10-L10-20-10x.txt
365,2022-06-28,16:44:23.218600,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2653746922193566,0.0039237030652864106,0.011912288877094529,10.0,3009.976270198822,E0W10-L10-20-10x.txt
386,2022-06-28,17:30:58.208582,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2697625090980449,0.005898784901915772,0.010846457902988691,10.0,2794.9794907569885,E0W10-L10-20-10x.txt
409,2022-06-28,18:16:44.302384,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2699282544492433,0.005398215439471506,0.010797038625321874,10.0,2746.0844089984894,E0W10-L10-20-10x.txt
430,2022-06-28,19:01:03.226116,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.26490639667902033,0.00578192293027937,0.012004813677650628,10.0,2658.9176967144012,E0W10-L10-20-10x.txt
448,2022-06-28,19:43:17.211160,1.0,100000.0,11.0,10.0,0.3,0.295,0.0,3.0,0.2608328465744787,0.005092238073573837,0.01312952449938497,10.0,2533.9786698818207,E0W10-L10-20-10x.txt
689,2022-06-29,10:56:21.293713,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2622488531797472,0.006612533533944957,0.012776021106700237,10.0,2405.3041200637817,E0W10-L10-20-10x.txt
697,2022-06-29,11:39:47.233670,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2579686702083093,0.003995683099633872,0.013984314724670604,10.0,2605.9333367347717,E0W10-L10-20-10x.txt
706,2022-06-29,12:19:30.307794,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2591022745075667,0.004327143484342817,0.013668114191997321,10.0,2383.053256034851,E0W10-L10-20-10x.txt
715,2022-06-29,13:09:38.444217,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2659673487787209,0.008876317657070205,0.011783391625004146,10.0,3008.129649400711,E0W10-L10-20-10x.txt
725,2022-06-29,14:10:20.496745,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.25515024389791563,0.006615516797542419,0.014891372684351112,10.0,3642.0263934135437,E0W10-L10-20-10x.txt
732,2022-06-29,14:52:55.843495,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2591631971748475,0.0045415227708381824,0.013661969381063281,10.0,2555.3381807804108,E0W10-L10-20-10x.txt
740,2022-06-29,15:36:00.260439,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.26463106104127665,0.003815139810823853,0.012135149981775839,10.0,2584.408514738083,E0W10-L10-20-10x.txt
749,2022-06-29,16:26:47.134794,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.25913691856315446,0.004096461455165849,0.013641332965804102,10.0,3046.8667702674866,E0W10-L10-20-10x.txt
755,2022-06-29,17:06:18.250101,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.26062152818862244,0.003441457449865573,0.01322591694386233,10.0,2371.0521898269653,E0W10-L10-20-10x.txt
763,2022-06-29,17:47:03.878523,1.0,100000.0,11.0,10.0,0.3,0.299,0.0,3.0,0.2567725685837198,0.006163525286343146,0.014357070489041184,10.0,2445.5876059532166,E0W10-L10-20-10x.txt
385,2022-06-24,01:01:56.823464,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.25614156037273733,0.004973967970604436,0.014572781872553465,10.0,426.4639530181885,E0W10-wide-L10-20-10x.txt
387,2022-06-24,01:08:58.189786,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.2596512214603479,0.004536855469684622,0.01348922709985749,10.0,421.3641138076782,E0W10-wide-L10-20-10x.txt
388,2022-06-24,01:16:00.675463,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.25684797763953915,0.005427420282430594,0.014377777995471462,10.0,422.4837455749512,E0W10-wide-L10-20-10x.txt
389,2022-06-24,01:23:06.233127,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.2550739489408338,0.004766166533621994,0.014894214569768804,10.0,425.55529856681824,E0W10-wide-L10-20-10x.txt
390,2022-06-24,01:30:07.872085,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.26117950022526343,0.0032188206004700134,0.013057548813572082,10.0,421.6367540359497,E0W10-wide-L10-20-10x.txt
392,2022-06-24,01:37:10.187519,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.25306995285479245,0.005250950579179232,0.015549815643197663,10.0,422.3132507801056,E0W10-wide-L10-20-10x.txt
395,2022-06-24,01:44:11.154416,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.26201014389641186,0.003383647493313317,0.012852219144786016,10.0,420.9648506641388,E0W10-wide-L10-20-10x.txt
396,2022-06-24,01:51:14.727789,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.2579565441024419,0.0043038350939569835,0.014018485673868503,10.0,423.5713801383972,E0W10-wide-L10-20-10x.txt
399,2022-06-24,01:58:20.368558,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.26139893503860384,0.004749204218371596,0.01302508958206061,10.0,425.63858795166016,E0W10-wide-L10-20-10x.txt
402,2022-06-24,02:05:26.043217,1.0,100000.0,11.0,10.0,0.3,0.3,0.0,3.0,0.2567872150551127,0.007613305527984106,0.014396301577923504,10.0,425.67256808280945,E0W10-wide-L10-20-10x.txt
861,2022-06-30,07:57:19.528330,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.2537476966587671,0.0036801071362158383,0.015368787590969296,10.0,2429.978137254715,E0W10-L10-20-10x.txt
864,2022-06-30,08:36:01.924126,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.25362876544396845,0.006031233990791238,0.015397378895889697,10.0,2322.339131593704,E0W10-L10-20-10x.txt
868,2022-06-30,09:14:45.923316,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.25396207827915285,0.004842499814710948,0.015277379538190276,10.0,2323.9575567245483,E0W10-L10-20-10x.txt
871,2022-06-30,09:53:22.499732,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.2557634534228312,0.004411131629333252,0.014680924142036257,10.0,2316.5522129535675,E0W10-L10-20-10x.txt
874,2022-06-30,10:36:23.566947,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.257362708094884,0.007272767267550951,0.01417023694091505,10.0,2581.0545876026154,E0W10-L10-20-10x.txt
877,2022-06-30,11:16:17.861086,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.2608929340617681,0.0032314402490365678,0.013155542138005981,10.0,2394.009157180786,E0W10-L10-20-10x.txt
879,2022-06-30,11:56:05.993356,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.2572553845421623,0.005542097289721588,0.01423497960336946,10.0,2388.125463247299,E0W10-L10-20-10x.txt
881,2022-06-30,12:35:59.719429,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.25598641480419987,0.009385027557762441,0.014626783089101316,10.0,2393.6787717342377,E0W10-L10-20-10x.txt
884,2022-06-30,13:15:05.317228,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.2583639795527712,0.008139894465453547,0.013911661073355234,10.0,2345.5485389232635,E0W10-L10-20-10x.txt
886,2022-06-30,13:55:10.543886,1.0,100000.0,11.0,10.0,0.3,0.302,0.0,3.0,0.25934576863771475,0.004234917043623495,0.013623074695369648,10.0,2405.170080423355,E0W10-L10-20-10x.txt
924,2022-06-30,23:43:00.903498,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.24964618682458786,0.0053828969160326185,0.016739777964619337,10.0,3841.6375885009766,E0W10-L10-20-10x.txt
928,2022-07-01,00:37:55.220421,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.2541216378995743,0.003927542233590376,0.015252167845996936,10.0,3294.285494327545,E0W10-L10-20-10x.txt
933,2022-07-01,01:35:54.118957,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25435309903500225,0.005802148150576316,0.015191813508268807,10.0,3478.8707826137543,E0W10-L10-20-10x.txt
935,2022-07-01,02:23:35.489368,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25220377247285464,0.0027317962259983818,0.015920990129590123,10.0,2861.3384664058685,E0W10-L10-20-10x.txt
939,2022-07-01,03:16:29.243333,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25240864983056666,0.002881666093596955,0.01582908505088187,10.0,3173.7242500782013,E0W10-L10-20-10x.txt
943,2022-07-01,04:11:41.343723,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25312096827106645,0.0035875235415436814,0.01562615302007332,10.0,3312.069134950638,E0W10-L10-20-10x.txt
947,2022-07-01,04:56:44.400297,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25334057477062716,0.006726222698065834,0.015509603548737642,10.0,2703.0210404396057,E0W10-L10-20-10x.txt
951,2022-07-01,05:54:49.710785,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.24747267888539168,0.007983772787729606,0.01758140099581269,10.0,3485.2691156864166,E0W10-L10-20-10x.txt
956,2022-07-01,06:58:29.423844,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.24991849331286675,0.003942597985180919,0.016706070846436386,10.0,3819.6943957805634,E0W10-L10-20-10x.txt
960,2022-07-01,07:59:21.993337,1.0,100000.0,11.0,10.0,0.3,0.304,0.0,3.0,0.25273246458112947,0.005211923390585612,0.015698776544881263,10.0,3652.562749862671,E0W10-L10-20-10x.txt
889,2022-06-30,14:47:47.659622,1.0,100000.0,11.0,10.0,0.3,0.307,0.0,3.0,0.24420076316050332,0.0037129365505561896,0.018874130309761643,10.0,3140.7155833244324,E0W10-L10-20-10x.txt
891,2022-06-30,15:42:10.890356,1.0,100000.0,11.0,10.0,0.3,0.307,0.0,3.0,0.24916062544327097,0.005497448636613268,0.01697817650128847,10.0,3263.209689617157,E0W10-L10-20-10x.txt
896,2022-06-30,16:35:07.047685,1.0,100000.0,11.0,10.0,0.3,0.307,0.0,3.0,0.24393079648707963,0.0044763474859460875,0.018998272843162717,10.0,3176.0543205738068,E0W10-L10-20-10x.txt
898,2022-06-30,17:26:53.830888,1.0,100000.0,11.0,10.0,0.3,0.307,0.0,3.0,0.2479548930347114,0.004208565423251704,0.017444190713997883,10.0,3106.7451255321503,E0W10-L10-20-10x.txt
